filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20220322_203804_BURST045_jpg.rf.fcd67cf0349fb8feaf45fb0124a1cfad.jpg,416,416,kerupuk,9,115,212,278
IMG_20220331_135159_jpg.rf.fe618fb979ca0b4e3f2c05bed6fb4eb2.jpg,416,416,ayam goreng,176,109,394,326
IMG_20220331_135159_jpg.rf.fe618fb979ca0b4e3f2c05bed6fb4eb2.jpg,416,416,nasi putih,28,165,267,365
IMG_20220324_190625_BURST043_jpg.rf.fdfa29908a483160c0a94c844dc55f0d.jpg,416,416,nasi putih,21,3,141,92
IMG_20220324_190625_BURST043_jpg.rf.fdfa29908a483160c0a94c844dc55f0d.jpg,416,416,nasi putih,349,253,409,307
IMG_20220324_190625_BURST043_jpg.rf.fdfa29908a483160c0a94c844dc55f0d.jpg,416,416,nasi putih,208,345,290,413
IMG_20220324_190625_BURST073_jpg.rf.fea6eef800dc46457933f99623dab338.jpg,416,416,nasi putih,3,250,100,362
IMG_20220324_190625_BURST073_jpg.rf.fea6eef800dc46457933f99623dab338.jpg,416,416,nasi putih,243,46,290,94
IMG_20220324_190625_BURST073_jpg.rf.fea6eef800dc46457933f99623dab338.jpg,416,416,nasi putih,335,114,403,186
IMG_20220322_203804_BURST024_jpg.rf.ffc00025eafe64721edd6804a2522069.jpg,416,416,nasi goreng,218,122,406,323
IMG_20220322_203804_BURST024_jpg.rf.ffc00025eafe64721edd6804a2522069.jpg,416,416,kerupuk,22,154,216,304
IMG_20220322_203742_BURST077_jpg.rf.2b5d12f88d944b9ef56ae705c04de452.jpg,416,416,nasi goreng,143,130,382,405
IMG_20220324_192021_BURST036_jpg.rf.2bb3c218e255969e63ef1385a79ceffa.jpg,416,416,ayam bakar,153,103,387,377
IMG_20220313_113019_BURST056_jpg.rf.2c111db99ec4e125adf9ed236daebb7f.jpg,416,416,rendang,110,160,276,304
IMG_20220313_112933_BURST048_jpg.rf.2f4395dca824e257bc17740b5f71b559.jpg,416,416,ayam pop,189,6,357,164
IMG_20220313_112933_BURST048_jpg.rf.2f4395dca824e257bc17740b5f71b559.jpg,416,416,extra,181,31,293,158
IMG_20220313_112933_BURST048_jpg.rf.2f4395dca824e257bc17740b5f71b559.jpg,416,416,ayam goreng,69,200,239,384
IMG_20220313_112933_BURST048_jpg.rf.2f4395dca824e257bc17740b5f71b559.jpg,416,416,kecap,18,226,151,328
IMG_20220331_134911_jpg.rf.2d264f8787e39f53631fa1a61460029b.jpg,416,416,ayam bakar,13,57,285,231
IMG_20220324_190625_BURST070_jpg.rf.2d237a5319251e40f29be941f5327b03.jpg,416,416,nasi putih,51,3,164,99
IMG_20220324_190625_BURST070_jpg.rf.2d237a5319251e40f29be941f5327b03.jpg,416,416,nasi putih,325,244,376,295
IMG_20220324_190625_BURST070_jpg.rf.2d237a5319251e40f29be941f5327b03.jpg,416,416,nasi putih,231,339,302,409
20210813_200006_jpg.rf.2d1574905e40938d2fe6569bed9db555.jpg,416,416,martabak manis,179,221,263,404
20210813_200006_jpg.rf.2d1574905e40938d2fe6569bed9db555.jpg,416,416,martabak manis,191,50,285,232
IMG_20220331_134924_jpg.rf.2f4d9d42985b04f5f18bd457bf1f43ca.jpg,416,416,ayam bakar,6,36,323,238
IMG_20220322_203804_BURST011_jpg.rf.2bad11d7d5972100593d61000a89befe.jpg,416,416,nasi goreng,219,116,411,334
IMG_20220322_203804_BURST011_jpg.rf.2bad11d7d5972100593d61000a89befe.jpg,416,416,kerupuk,29,101,218,253
IMG_20220313_113019_BURST036_jpg.rf.30bac1ee6633d94cb5ec2f2c511eaa6b.jpg,416,416,rendang,76,159,285,310
IMG_20220331_134916_jpg.rf.2ecb862d1ccc376a75673c05d59a69dc.jpg,416,416,ayam bakar,53,129,195,361
IMG_20220313_113019_BURST065_jpg.rf.2ded53e65127693fb1ee384d726e55f3.jpg,416,416,rendang,165,111,307,290
IMG_20220331_134910_jpg.rf.2ed3999efddf9f4016867bb47a482a56.jpg,416,416,ayam bakar,140,182,412,370
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,257,165,401,247
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,195,174,274,268
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,117,187,216,269
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,47,200,135,274
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,3,222,56,288
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,124,239,228,333
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,45,253,128,358
20220401_204204_jpg.rf.2b7e68c2d6b86f43a59b6c34106821b3.jpg,416,416,martabak manis,4,280,52,357
IMG_20220324_192021_BURST046_jpg.rf.2e6c08c9ebc34cc21f6b6341a3ff9b93.jpg,416,416,ayam bakar,44,117,268,393
IMG_20220313_112846_BURST055_jpg.rf.2fba722b61cd3b6368a05bb9b2259dd6.jpg,416,416,ayam goreng,4,106,246,362
IMG_20220313_112846_BURST055_jpg.rf.2fba722b61cd3b6368a05bb9b2259dd6.jpg,416,416,kecap,33,65,165,239
IMG_20220331_134931_jpg.rf.2faa2482a5740b645d9bce12d4724b77.jpg,416,416,ayam bakar,48,30,270,174
20220401_203937_jpg.rf.3065621d0b01abd20c271cc7dbc0a53f.jpg,416,416,martabak telor,145,121,245,342
20220401_203937_jpg.rf.3065621d0b01abd20c271cc7dbc0a53f.jpg,416,416,martabak telor,98,135,185,359
20220401_203937_jpg.rf.3065621d0b01abd20c271cc7dbc0a53f.jpg,416,416,martabak telor,47,5,153,250
20220401_203937_jpg.rf.3065621d0b01abd20c271cc7dbc0a53f.jpg,416,416,martabak telor,5,240,115,412
IMG_20220324_192021_BURST033_jpg.rf.2fdd1781eb8cf354844a8a86036174b1.jpg,416,416,ayam bakar,91,140,375,376
IMG_20220331_135209_jpg.rf.30fe793b824ea2429421108accf2b382.jpg,416,416,ayam goreng,49,88,293,362
IMG_20220331_135209_jpg.rf.30fe793b824ea2429421108accf2b382.jpg,416,416,nasi putih,183,199,395,371
IMG_20220322_203804_BURST021_jpg.rf.30b8728857a0372aae210ad8eaa7f495.jpg,416,416,nasi goreng,214,109,402,319
IMG_20220322_203804_BURST021_jpg.rf.30b8728857a0372aae210ad8eaa7f495.jpg,416,416,kerupuk,19,158,221,312
IMG_20220324_190625_BURST039_jpg.rf.300078fd191340dd9e47a6caee4f4d23.jpg,416,416,nasi putih,27,323,147,411
IMG_20220324_190625_BURST039_jpg.rf.300078fd191340dd9e47a6caee4f4d23.jpg,416,416,nasi putih,359,107,413,158
IMG_20220324_190625_BURST039_jpg.rf.300078fd191340dd9e47a6caee4f4d23.jpg,416,416,nasi putih,208,4,296,71
IMG_20220322_203804_BURST056_jpg.rf.30d7aa518303d3c773b7843514c73613.jpg,416,416,nasi goreng,78,200,288,412
IMG_20220322_203804_BURST056_jpg.rf.30d7aa518303d3c773b7843514c73613.jpg,416,416,kerupuk,158,4,322,198
IMG_20220331_135159_jpg.rf.3101cdcfde38e4f802061a7a209ef8f6.jpg,416,416,ayam goreng,109,23,326,241
IMG_20220331_135159_jpg.rf.3101cdcfde38e4f802061a7a209ef8f6.jpg,416,416,nasi putih,165,150,365,389
IMG_20220313_112846_BURST057_jpg.rf.2e6ce9d298541697e526971549b532da.jpg,416,416,ayam goreng,107,161,366,403
IMG_20220313_112846_BURST057_jpg.rf.2e6ce9d298541697e526971549b532da.jpg,416,416,kecap,71,246,243,372
IMG_20220324_190625_BURST081_jpg.rf.31406df3835b40fb14b15962d137aaf1.jpg,416,416,nasi putih,233,317,337,408
IMG_20220324_190625_BURST081_jpg.rf.31406df3835b40fb14b15962d137aaf1.jpg,416,416,nasi putih,57,139,103,183
IMG_20220324_190625_BURST081_jpg.rf.31406df3835b40fb14b15962d137aaf1.jpg,416,416,nasi putih,113,29,181,94
IMG_20220324_190625_BURST025_jpg.rf.30789201b90f96a1cd8796b2f87f5ea0.jpg,416,416,nasi putih,17,273,98,390
IMG_20220324_190625_BURST025_jpg.rf.30789201b90f96a1cd8796b2f87f5ea0.jpg,416,416,nasi putih,258,4,312,72
IMG_20220324_190625_BURST025_jpg.rf.30789201b90f96a1cd8796b2f87f5ea0.jpg,416,416,nasi putih,340,140,404,227
IMG_20220324_190625_BURST079_jpg.rf.31281e3eb9f3ff40d7b04e5ea8c9b934.jpg,416,416,nasi putih,317,238,411,344
IMG_20220324_190625_BURST079_jpg.rf.31281e3eb9f3ff40d7b04e5ea8c9b934.jpg,416,416,nasi putih,135,56,181,101
IMG_20220324_190625_BURST079_jpg.rf.31281e3eb9f3ff40d7b04e5ea8c9b934.jpg,416,416,nasi putih,27,116,92,182
20210813_195743_jpg.rf.31e8228e8ffe2fbb4ff8c4b2eb3109b4.jpg,416,416,martabak telor,43,115,390,197
20210813_195743_jpg.rf.31e8228e8ffe2fbb4ff8c4b2eb3109b4.jpg,416,416,martabak telor,40,190,401,247
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,209,33,309,161
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,218,153,336,257
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,228,236,338,362
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,55,3,209,138
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,78,145,226,283
20220401_203854_jpg.rf.320f8b2e82a681d564847ad191fdacad.jpg,416,416,martabak telor,98,269,234,415
20210813_195926_jpg.rf.318e270900b8f0a992356d5f96772693.jpg,416,416,martabak manis,212,18,318,229
20210813_195926_jpg.rf.318e270900b8f0a992356d5f96772693.jpg,416,416,martabak manis,137,19,237,197
20210813_195926_jpg.rf.318e270900b8f0a992356d5f96772693.jpg,416,416,martabak manis,71,22,143,207
20210813_195926_jpg.rf.318e270900b8f0a992356d5f96772693.jpg,416,416,martabak manis,95,215,193,409
20210813_195926_jpg.rf.318e270900b8f0a992356d5f96772693.jpg,416,416,martabak manis,185,208,274,408
IMG_20220331_134914_jpg.rf.30e48ea6f440a1fc41e13e298ae154fb.jpg,416,416,ayam bakar,28,115,168,359
IMG_20220331_134926_3_jpg.rf.32194db0cfaa5f2683704e9f2e272f99.jpg,416,416,ayam bakar,43,35,375,247
IMG_20220324_190625_BURST024_jpg.rf.31d8090581b5d05dcf77a452418d336f.jpg,416,416,nasi putih,276,319,386,399
IMG_20220324_190625_BURST024_jpg.rf.31d8090581b5d05dcf77a452418d336f.jpg,416,416,nasi putih,8,106,73,160
IMG_20220324_190625_BURST024_jpg.rf.31d8090581b5d05dcf77a452418d336f.jpg,416,416,nasi putih,142,11,228,79
IMG_20220322_203804_BURST015_jpg.rf.309d15f7c4c7852355a9fc8a94ef8141.jpg,416,416,nasi goreng,99,212,317,402
IMG_20220322_203804_BURST015_jpg.rf.309d15f7c4c7852355a9fc8a94ef8141.jpg,416,416,kerupuk,105,27,255,213
IMG_20220322_203742_BURST002_jpg.rf.318ec2665fce8f8a429d3bc4f9bc8870.jpg,416,416,nasi goreng,15,159,335,348
IMG_20220313_112846_BURST055_jpg.rf.32ebf22cc621866c9a100e0ef271d7b7.jpg,416,416,ayam goreng,171,55,413,311
IMG_20220313_112846_BURST055_jpg.rf.32ebf22cc621866c9a100e0ef271d7b7.jpg,416,416,kecap,252,178,384,352
IMG_20220331_135211_jpg.rf.325d1cfd799629fc5ff5ab673a595cff.jpg,416,416,ayam goreng,103,100,382,352
IMG_20220331_135211_jpg.rf.325d1cfd799629fc5ff5ab673a595cff.jpg,416,416,nasi putih,219,5,410,207
20220401_204046_jpg.rf.3318ea335778ae3c43781ffed324cd69.jpg,416,416,martabak telor,110,94,202,162
20220401_204046_jpg.rf.3318ea335778ae3c43781ffed324cd69.jpg,416,416,martabak telor,145,143,227,297
20220401_204046_jpg.rf.3318ea335778ae3c43781ffed324cd69.jpg,416,416,martabak telor,34,114,187,286
IMG_20220324_192021_BURST002_jpg.rf.33478571225447724810580b29ae63e9.jpg,416,416,ayam bakar,141,54,411,342
IMG_20220322_203804_BURST054_jpg.rf.33ab7197a2f679838da44d8027c4077d.jpg,416,416,nasi goreng,61,200,307,409
IMG_20220322_203804_BURST054_jpg.rf.33ab7197a2f679838da44d8027c4077d.jpg,416,416,kerupuk,154,3,315,200
IMG_20220322_203804_BURST011_jpg.rf.3268625babdbf0259b48d74143c40c4c.jpg,416,416,nasi goreng,219,82,411,300
IMG_20220322_203804_BURST011_jpg.rf.3268625babdbf0259b48d74143c40c4c.jpg,416,416,kerupuk,29,164,218,316
20220401_203925_jpg.rf.3234b4f7a1ed31712b6d29ca41fcad40.jpg,416,416,martabak telor,83,202,287,282
20220401_203925_jpg.rf.3234b4f7a1ed31712b6d29ca41fcad40.jpg,416,416,martabak telor,110,257,315,320
20220401_203925_jpg.rf.3234b4f7a1ed31712b6d29ca41fcad40.jpg,416,416,martabak telor,36,292,214,372
IMG_20220331_135206_1_jpg.rf.33cbd56bbf6370afb11acec17683c8b5.jpg,416,416,ayam goreng,174,136,393,318
IMG_20220331_135206_1_jpg.rf.33cbd56bbf6370afb11acec17683c8b5.jpg,416,416,nasi putih,132,237,325,383
IMG_20220313_112846_BURST041_jpg.rf.32e62487557b7d462d8c006ba881daee.jpg,416,416,ayam goreng,123,150,381,388
IMG_20220313_112846_BURST041_jpg.rf.32e62487557b7d462d8c006ba881daee.jpg,416,416,kecap,257,230,413,352
IMG_20220322_203742_BURST002_jpg.rf.34fdf9f439fed4ba4624dedaca650023.jpg,416,416,nasi goreng,82,159,402,348
IMG_20220322_203804_BURST026_jpg.rf.36518772ad1b336159c4ebe119496d61.jpg,416,416,nasi goreng,100,222,296,406
IMG_20220322_203804_BURST026_jpg.rf.36518772ad1b336159c4ebe119496d61.jpg,416,416,kerupuk,121,26,273,219
IMG_20220322_203804_BURST045_jpg.rf.34a8ea583395f15f77452c7f56ff6a9d.jpg,416,416,nasi goreng,7,76,205,286
IMG_20220322_203804_BURST045_jpg.rf.34a8ea583395f15f77452c7f56ff6a9d.jpg,416,416,kerupuk,205,138,408,301
IMG_20220313_113019_BURST037_jpg.rf.354c1dc577c8b4d379cbe2a92a9495eb.jpg,416,416,rendang,104,63,266,280
IMG_20220324_190625_BURST059_jpg.rf.349024a04aea3df0523e5a427a0caa9e.jpg,416,416,nasi putih,250,16,368,111
IMG_20220324_190625_BURST059_jpg.rf.349024a04aea3df0523e5a427a0caa9e.jpg,416,416,nasi putih,25,264,77,314
IMG_20220331_135202_jpg.rf.373f7d50dbc7e42b8bc989ca9ec8adaf.jpg,416,416,ayam goreng,135,39,304,214
IMG_20220331_135202_jpg.rf.373f7d50dbc7e42b8bc989ca9ec8adaf.jpg,416,416,nasi putih,175,137,353,379
IMG_20220322_203804_BURST079_jpg.rf.31e6658d0e79dfcaca3b1c92b0dd3d69.jpg,416,416,nasi goreng,201,127,409,348
IMG_20220322_203804_BURST079_jpg.rf.31e6658d0e79dfcaca3b1c92b0dd3d69.jpg,416,416,kerupuk,6,84,201,252
IMG_20220313_112914_BURST045_jpg.rf.352503ae6a08b05489ed7047f8d42520.jpg,416,416,ayam pop,102,89,372,388
IMG_20220313_112914_BURST045_jpg.rf.352503ae6a08b05489ed7047f8d42520.jpg,416,416,extra,10,156,286,360
IMG_20220324_190625_BURST002_jpg.rf.37e9fdc3e9deb54e9943a45d6d05976b.jpg,416,416,nasi putih,8,20,101,90
IMG_20220324_190625_BURST002_jpg.rf.37e9fdc3e9deb54e9943a45d6d05976b.jpg,416,416,nasi putih,279,236,345,286
IMG_20220324_190625_BURST002_jpg.rf.37e9fdc3e9deb54e9943a45d6d05976b.jpg,416,416,nasi putih,138,296,219,358
IMG_20220331_134931_jpg.rf.38176502dd5e8ec62b7e229b958741bd.jpg,416,416,ayam bakar,146,30,368,174
IMG_20220324_190625_BURST041_jpg.rf.363a39237a204ae2dfce5cdbd4f080e6.jpg,416,416,nasi putih,21,1,144,91
IMG_20220324_190625_BURST041_jpg.rf.363a39237a204ae2dfce5cdbd4f080e6.jpg,416,416,nasi putih,350,254,414,308
IMG_20220324_190625_BURST041_jpg.rf.363a39237a204ae2dfce5cdbd4f080e6.jpg,416,416,nasi putih,206,345,290,413
20220401_204212_jpg.rf.38ffccd1b2ccd02d859ba9ea8c2ac1b9.jpg,416,416,martabak telor,266,133,374,224
20220401_204212_jpg.rf.38ffccd1b2ccd02d859ba9ea8c2ac1b9.jpg,416,416,martabak telor,107,120,246,212
20220401_204212_jpg.rf.38ffccd1b2ccd02d859ba9ea8c2ac1b9.jpg,416,416,martabak telor,175,222,330,326
20220401_204212_jpg.rf.38ffccd1b2ccd02d859ba9ea8c2ac1b9.jpg,416,416,martabak telor,57,203,197,297
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,144,235,242,325
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,150,159,254,233
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,157,78,253,168
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,235,265,355,363
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,236,158,364,259
20220401_203856-0-_jpg.rf.3993e80e5216672a6854bbb85dbdbc4c.jpg,416,416,martabak telor,247,67,357,165
IMG_20220324_192021_BURST011_jpg.rf.37111d9cf4fea3fc14bdfaf6c9a64ed2.jpg,416,416,ayam bakar,5,82,265,323
IMG_20220331_135203_jpg.rf.39117a29cf5fac6195b683f83a6d523e.jpg,416,416,ayam goreng,126,18,301,245
IMG_20220331_135203_jpg.rf.39117a29cf5fac6195b683f83a6d523e.jpg,416,416,nasi putih,169,112,344,371
IMG_20220331_135205_jpg.rf.38eb9a93eda6dfb69c273739466c10a5.jpg,416,416,ayam goreng,119,164,300,399
IMG_20220331_135205_jpg.rf.38eb9a93eda6dfb69c273739466c10a5.jpg,416,416,nasi putih,207,122,382,350
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,202,65,312,181
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,228,166,334,271
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,242,250,346,360
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,63,46,203,188
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,82,174,232,308
20220401_203853-0-_jpg.rf.380d9a83776e78ac3e10e7c8f9691402.jpg,416,416,martabak telor,100,285,240,414
IMG_20220331_134927_4_jpg.rf.370c69ff065b8d10c23fa7121e48646d.jpg,416,416,ayam bakar,70,23,358,225
IMG_20220313_112846_BURST054_jpg.rf.39c3e89b8a81c6f0c776913c68523750.jpg,416,416,ayam goreng,3,61,247,312
IMG_20220313_112846_BURST054_jpg.rf.39c3e89b8a81c6f0c776913c68523750.jpg,416,416,kecap,30,182,162,352
IMG_20220324_190625_BURST060_jpg.rf.384b7e8c7097c4129d9742d738928c52.jpg,416,416,nasi putih,50,306,168,399
IMG_20220324_190625_BURST060_jpg.rf.384b7e8c7097c4129d9742d738928c52.jpg,416,416,nasi putih,338,104,394,154
IMG_20220331_135215_1_jpg.rf.3946ea8e6cd0e0a04951d02b2c14be24.jpg,416,416,ayam goreng,68,118,330,408
IMG_20220331_135215_1_jpg.rf.3946ea8e6cd0e0a04951d02b2c14be24.jpg,416,416,nasi putih,6,44,192,372
IMG_20220324_190625_BURST055_jpg.rf.38270d2ca251d6c9e518964a022dee71.jpg,416,416,nasi putih,302,268,396,386
IMG_20220324_190625_BURST055_jpg.rf.38270d2ca251d6c9e518964a022dee71.jpg,416,416,nasi putih,94,29,148,85
20220401_204146_jpg.rf.3993a20b4b2157bfdaf59992d4b77656.jpg,416,416,martabak manis,174,151,302,349
20220401_204146_jpg.rf.3993a20b4b2157bfdaf59992d4b77656.jpg,416,416,martabak manis,136,120,239,294
20220401_204211_jpg.rf.38937278dfb14e507e56b6a344872cf3.jpg,416,416,martabak telor,259,147,375,243
20220401_204211_jpg.rf.38937278dfb14e507e56b6a344872cf3.jpg,416,416,martabak telor,90,137,236,224
20220401_204211_jpg.rf.38937278dfb14e507e56b6a344872cf3.jpg,416,416,martabak telor,157,246,329,330
20220401_204211_jpg.rf.38937278dfb14e507e56b6a344872cf3.jpg,416,416,martabak telor,41,219,188,317
IMG_20220324_192021_BURST003_jpg.rf.3b9c5b6fc909ce3790f16392ce2a7821.jpg,416,416,ayam bakar,56,144,341,412
IMG_20220313_112914_BURST042_jpg.rf.3a9033562070292b2306a08d37064c01.jpg,416,416,ayam pop,26,81,326,337
IMG_20220313_112914_BURST042_jpg.rf.3a9033562070292b2306a08d37064c01.jpg,416,416,extra,58,6,236,258
20220401_204004_jpg.rf.3bd5abc50dba3f754b8b3ebcf1930fe1.jpg,416,416,martabak telor,124,176,222,374
20220401_204004_jpg.rf.3bd5abc50dba3f754b8b3ebcf1930fe1.jpg,416,416,martabak telor,150,121,250,306
20220401_204004_jpg.rf.3bd5abc50dba3f754b8b3ebcf1930fe1.jpg,416,416,martabak telor,185,78,301,288
IMG_20220322_203804_BURST075_jpg.rf.3994ad45d98300a81086188d5160d683.jpg,416,416,nasi goreng,71,196,307,410
IMG_20220322_203804_BURST075_jpg.rf.3994ad45d98300a81086188d5160d683.jpg,416,416,kerupuk,166,4,336,198
IMG_20220331_134927_3_jpg.rf.3918aa859f6ee8c9edcedaa19520d43e.jpg,416,416,ayam bakar,57,191,347,384
IMG_20220324_192021_BURST009_jpg.rf.3b75c9de447c650b0fb21374db308a2e.jpg,416,416,ayam bakar,152,53,412,337
IMG_20220322_203804_BURST046_jpg.rf.3a5050ba58ce309bcd5a064405f77ac5.jpg,416,416,nasi goreng,78,211,299,409
IMG_20220322_203804_BURST046_jpg.rf.3a5050ba58ce309bcd5a064405f77ac5.jpg,416,416,kerupuk,142,7,304,207
IMG_20220324_190625_BURST026_jpg.rf.3ce17431f15e6b0431d3ed6972c029c6.jpg,416,416,nasi putih,30,16,140,98
IMG_20220324_190625_BURST026_jpg.rf.3ce17431f15e6b0431d3ed6972c029c6.jpg,416,416,nasi putih,346,259,414,313
IMG_20220324_190625_BURST026_jpg.rf.3ce17431f15e6b0431d3ed6972c029c6.jpg,416,416,nasi putih,190,342,280,408
IMG_20220324_190625_BURST081_jpg.rf.3cfe59171f67bd73a956e8960834cc3a.jpg,416,416,nasi putih,80,317,184,408
IMG_20220324_190625_BURST081_jpg.rf.3cfe59171f67bd73a956e8960834cc3a.jpg,416,416,nasi putih,314,139,360,183
IMG_20220324_190625_BURST081_jpg.rf.3cfe59171f67bd73a956e8960834cc3a.jpg,416,416,nasi putih,236,29,304,94
IMG_20220331_134908_jpg.rf.3ca2871da777e521e669bf48d93db02f.jpg,416,416,ayam bakar,4,76,260,226
IMG_20220324_190625_BURST025_jpg.rf.3715e089b0f950dc134cc3a9752899e2.jpg,416,416,nasi putih,17,273,98,390
IMG_20220324_190625_BURST025_jpg.rf.3715e089b0f950dc134cc3a9752899e2.jpg,416,416,nasi putih,258,4,312,72
IMG_20220324_190625_BURST025_jpg.rf.3715e089b0f950dc134cc3a9752899e2.jpg,416,416,nasi putih,340,140,404,227
IMG_20220322_203804_BURST018_jpg.rf.3db536e6c7265c7a123f20a70d818dbd.jpg,416,416,nasi goreng,219,105,408,313
IMG_20220322_203804_BURST018_jpg.rf.3db536e6c7265c7a123f20a70d818dbd.jpg,416,416,kerupuk,24,164,214,310
IMG_20220331_134910_1_jpg.rf.3bb176bbabed468dade79a65172f8a13.jpg,416,416,ayam bakar,134,54,404,236
IMG_20220324_190625_BURST087_jpg.rf.3d87a06db05d63087930b84c2cf03e89.jpg,416,416,nasi putih,98,17,200,104
IMG_20220324_190625_BURST087_jpg.rf.3d87a06db05d63087930b84c2cf03e89.jpg,416,416,nasi putih,319,233,362,277
IMG_20220324_190625_BURST087_jpg.rf.3d87a06db05d63087930b84c2cf03e89.jpg,416,416,nasi putih,246,322,308,382
IMG_20220331_135201_1_jpg.rf.3afb9f605d61916572c2e8f98b6fd103.jpg,416,416,ayam goreng,117,200,281,378
IMG_20220331_135201_1_jpg.rf.3afb9f605d61916572c2e8f98b6fd103.jpg,416,416,nasi putih,62,37,248,273
IMG_20220324_192021_BURST047_jpg.rf.3e2058b345282a90757a420015b03508.jpg,416,416,ayam bakar,149,28,377,302
IMG_20220322_203804_BURST052_jpg.rf.3e5ab6a3509d4c8210528e49be80e49e.jpg,416,416,nasi goreng,200,123,409,339
IMG_20220322_203804_BURST052_jpg.rf.3e5ab6a3509d4c8210528e49be80e49e.jpg,416,416,kerupuk,3,100,201,266
IMG_20220313_112846_BURST046_jpg.rf.4088909a6d30f8e8f5d124353562e5da.jpg,416,416,ayam goreng,13,43,252,317
